,family.hmm,hmm.length,query.id,query.length,e.val,hmm.start,hmm.end,query.start,query.end,coverage,Species
478,GH17,311,EOD32165,370,2.4e-37,19,306,51,353,0.922829581993569,Emiliania_huxleyi
479,GH17,311,ETI34552,447,3.3e-19,23,306,75,319,0.909967845659164,Phytophthora_parasitica
480,GH17,311,ETI34999,287,2.2e-18,2,306,28,283,0.977491961414791,Phytophthora_parasitica
481,GH17,311,ETI35002,288,1.2e-14,2,305,29,283,0.97427652733119,Phytophthora_parasitica
482,GH17,311,ETI35036,419,2.2e-20,2,306,25,279,0.977491961414791,Phytophthora_parasitica
483,GH17,311,ETI35037,417,1e-24,2,306,23,277,0.977491961414791,Phytophthora_parasitica
484,GH17,311,ETI35038,458,1.1e-19,21,308,44,282,0.922829581993569,Phytophthora_parasitica
485,GH17,311,ETI35039,426,1.7e-18,2,303,50,303,0.967845659163987,Phytophthora_parasitica
486,GH17,311,ETI38185,366,1.6e-24,11,306,47,305,0.948553054662379,Phytophthora_parasitica
487,GH17,311,ETI38192,384,1.4e-24,9,306,44,306,0.954983922829582,Phytophthora_parasitica
488,GH17,311,ETI38458,381,1.7e-18,44,306,111,333,0.842443729903537,Phytophthora_parasitica
489,GH17,311,ETI47772,292,1e-23,11,310,35,281,0.961414790996785,Phytophthora_parasitica
490,GH17,311,ETI47843,394,1.1e-23,12,306,43,296,0.945337620578778,Phytophthora_parasitica
491,GH17,311,ETI49267,303,1.5e-22,15,309,44,303,0.945337620578778,Phytophthora_parasitica
492,GH17,311,ETI49303,540,4.8e-21,2,310,23,278,0.990353697749196,Phytophthora_parasitica
493,GH17,311,ETI49308,499,6.9e-19,2,310,23,276,0.990353697749196,Phytophthora_parasitica
494,GH17,311,ETI51062,443,5.2e-24,12,306,46,300,0.945337620578778,Phytophthora_parasitica
495,GH17,311,ETI54071,299,5.2e-20,2,309,26,284,0.987138263665595,Phytophthora_parasitica
496,GH17,311,ETI54075,338,2.6e-19,2,306,66,320,0.977491961414791,Phytophthora_parasitica
497,GH17,311,ETI56002,379,6.7e-19,25,306,77,324,0.903536977491961,Phytophthora_parasitica
498,GH17,311,HpaP805282,217,1.4e-17,46,306,5,211,0.836012861736334,Hyaloperonospora_arabidopsis
499,GH17,311,HpaP805286,274,3e-20,2,306,10,270,0.977491961414791,Hyaloperonospora_arabidopsis
500,GH17,311,HpaP805299,487,6e-16,27,307,53,282,0.90032154340836,Hyaloperonospora_arabidopsis
501,GH17,311,HpaP809344,443,3.2e-21,12,306,46,300,0.945337620578778,Hyaloperonospora_arabidopsis
502,GH17,311,HpaP809347,443,3.1e-21,11,306,45,300,0.948553054662379,Hyaloperonospora_arabidopsis
503,GH17,311,HpaP809702,393,9.1e-23,14,306,46,297,0.938906752411576,Hyaloperonospora_arabidopsis
504,GH17,311,KUF74011,291,9.1e-24,11,310,34,280,0.961414790996785,Phytophthora_nicotianae
505,GH17,311,KUF76461,443,1.3e-22,12,306,46,300,0.945337620578778,Phytophthora_nicotianae
506,GH17,311,KUF76602,332,8.2e-19,27,306,33,277,0.897106109324759,Phytophthora_nicotianae
507,GH17,311,KUF77700,381,1.7e-18,44,306,111,333,0.842443729903537,Phytophthora_nicotianae
508,GH17,311,KUF78903,288,1.8e-14,2,305,29,283,0.97427652733119,Phytophthora_nicotianae
509,GH17,311,KUF79306,366,1.6e-24,11,306,47,305,0.948553054662379,Phytophthora_nicotianae
510,GH17,311,KUF79751,233,2.9e-20,43,309,4,233,0.855305466237942,Phytophthora_nicotianae
511,GH17,311,KUF81396,394,1.1e-23,12,306,43,296,0.945337620578778,Phytophthora_nicotianae
512,GH17,311,KUF83355,417,1e-24,2,306,23,277,0.977491961414791,Phytophthora_nicotianae
513,GH17,311,KUF83357,403,1.4e-18,2,303,27,280,0.967845659163987,Phytophthora_nicotianae
514,GH17,311,KUF83363,419,2.3e-20,2,306,25,279,0.977491961414791,Phytophthora_nicotianae
515,GH17,311,KUF83364,458,1.4e-19,21,308,44,282,0.922829581993569,Phytophthora_nicotianae
516,GH17,311,KUF83536,686,8.8e-24,12,306,20,274,0.945337620578778,Phytophthora_nicotianae
517,GH17,311,KUF83541,443,9.9e-20,12,306,46,300,0.945337620578778,Phytophthora_nicotianae
518,GH17,311,KUF83542,443,5.9e-25,12,306,46,300,0.945337620578778,Phytophthora_nicotianae
519,GH17,311,KUF85757,446,3.2e-19,23,306,74,318,0.909967845659164,Phytophthora_nicotianae
520,GH17,311,KUF90468,460,6.6e-17,2,306,23,272,0.977491961414791,Phytophthora_nicotianae
521,GH17,311,KUF90472,414,9.9e-20,16,309,7,244,0.942122186495177,Phytophthora_nicotianae
522,GH17,311,KUF90485,303,5.3e-22,16,309,45,303,0.942122186495177,Phytophthora_nicotianae
523,GH17,311,KUF92716,375,5.4e-18,2,306,116,371,0.977491961414791,Phytophthora_nicotianae
524,GH17,311,KUF93638,384,1e-24,9,306,44,306,0.954983922829582,Phytophthora_nicotianae
525,GH17,311,KUG01838,303,5.3e-22,16,309,45,303,0.942122186495177,Phytophthora_nicotianae
526,GH17,311,KUG02319,298,4.7e-19,2,306,26,280,0.977491961414791,Phytophthora_nicotianae
527,GH17,311,KUG02321,299,4.5e-19,2,309,26,284,0.987138263665595,Phytophthora_nicotianae
528,GH17,311,PITG_00219T0,356,1.9e-23,12,306,43,296,0.945337620578778,Phytophthora_infestans
529,GH17,311,PITG_02335T0,448,2.3e-17,24,306,76,319,0.906752411575563,Phytophthora_infestans
530,GH17,311,PITG_03979T0,383,3e-18,28,306,95,336,0.893890675241158,Phytophthora_infestans
531,GH17,311,PITG_04123T0,423,1.9e-21,2,306,25,279,0.977491961414791,Phytophthora_infestans
532,GH17,311,PITG_04124T0,265,4e-17,2,282,28,259,0.90032154340836,Phytophthora_infestans
533,GH17,311,PITG_04125T0,461,7.5e-20,2,308,25,282,0.983922829581994,Phytophthora_infestans
534,GH17,311,PITG_04126T0,376,1.6e-14,164,303,148,260,0.446945337620579,Phytophthora_infestans
535,GH17,311,PITG_04135T0,287,6.2e-18,2,306,28,283,0.977491961414791,Phytophthora_infestans
536,GH17,311,PITG_04141T0,299,1.1e-18,2,309,26,284,0.987138263665595,Phytophthora_infestans
537,GH17,311,PITG_04158T0,298,5.5e-20,2,306,26,280,0.977491961414791,Phytophthora_infestans
538,GH17,311,PITG_15980T0,443,2.2e-24,12,306,46,300,0.945337620578778,Phytophthora_infestans
539,GH17,311,PITG_17362T0,281,5e-25,1,310,21,280,0.993569131832797,Phytophthora_infestans
540,GH17,311,PITG_17411T0,460,4.8e-17,2,310,23,276,0.990353697749196,Phytophthora_infestans
541,GH17,311,PYU1_T003928,413,2.4e-25,11,306,39,293,0.948553054662379,Pythium_ultimum_var_ultimum
542,GH17,311,PYU1_T004660,733,1.9e-20,26,306,39,280,0.90032154340836,Pythium_ultimum_var_ultimum
543,GH17,311,PYU1_T004661,483,1.7e-19,22,306,75,321,0.913183279742765,Pythium_ultimum_var_ultimum
544,GH17,311,PYU1_T004665,407,1.1e-19,22,306,75,321,0.913183279742765,Pythium_ultimum_var_ultimum
545,GH17,311,PYU1_T005135,407,3.2e-18,2,304,32,285,0.971061093247588,Pythium_ultimum_var_ultimum
546,GH17,311,PYU1_T006323,361,4.2e-23,12,305,43,298,0.942122186495177,Pythium_ultimum_var_ultimum
547,GH17,311,PYU1_T006325,443,5.1e-27,12,306,49,304,0.945337620578778,Pythium_ultimum_var_ultimum
548,GH17,311,PYU1_T006327,443,3e-28,13,306,54,310,0.942122186495177,Pythium_ultimum_var_ultimum
549,GH17,311,PYU1_T007722,379,1.6e-15,42,304,75,297,0.842443729903537,Pythium_ultimum_var_ultimum
550,GH17,311,PYU1_T013803,566,7.3e-21,18,309,49,304,0.935691318327974,Pythium_ultimum_var_ultimum
551,GH17,311,PYU1_T013821,417,1e-19,2,306,30,285,0.977491961414791,Pythium_ultimum_var_ultimum
552,GH17,311,PYU1_T014584,369,3.3e-21,16,301,52,298,0.916398713826367,Pythium_ultimum_var_ultimum
553,GH17,311,PYU1_T014660,444,9.2e-26,26,307,192,444,0.903536977491961,Pythium_ultimum_var_ultimum
554,GH17,311,Phyra72319,395,1.1e-26,10,304,45,304,0.945337620578778,Phytophthora_ramorum
555,GH17,311,Phyra72578,404,6.6e-24,11,306,43,297,0.948553054662379,Phytophthora_ramorum
556,GH17,311,Phyra72941,443,2.2e-22,12,306,46,300,0.945337620578778,Phytophthora_ramorum
557,GH17,311,Phyra72942,712,6.7e-22,12,306,46,300,0.945337620578778,Phytophthora_ramorum
558,GH17,311,Phyra74255,561,2.4e-20,2,306,29,283,0.977491961414791,Phytophthora_ramorum
559,GH17,311,Phyra74256,454,6e-23,2,306,28,282,0.977491961414791,Phytophthora_ramorum
560,GH17,311,Phyra74257,917,1.7e-21,1,306,529,785,0.980707395498392,Phytophthora_ramorum
561,GH17,311,Phyra74257,917,4.3e-17,2,303,27,280,0.967845659163987,Phytophthora_ramorum
562,GH17,311,Phyra74264,288,1.9e-16,2,306,29,284,0.977491961414791,Phytophthora_ramorum
563,GH17,311,Phyra74265,288,3.4e-15,19,306,46,284,0.922829581993569,Phytophthora_ramorum
564,GH17,311,Phyra74266,244,1e-10,2,251,26,228,0.80064308681672,Phytophthora_ramorum
565,GH17,311,Phyra74267,295,3.9e-20,2,306,26,280,0.977491961414791,Phytophthora_ramorum
566,GH17,311,Phyra80072,293,1.5e-20,3,309,23,279,0.983922829581994,Phytophthora_ramorum
567,GH17,311,Phyra81533,547,9.2e-23,3,310,24,278,0.987138263665595,Phytophthora_ramorum
568,GH17,311,Phyra81535,561,1.2e-17,15,310,106,343,0.948553054662379,Phytophthora_ramorum
569,GH17,311,Phyra81542,303,3.7e-22,16,309,45,303,0.942122186495177,Phytophthora_ramorum
570,GH17,311,Phyra81546,303,6.7e-22,16,309,45,303,0.942122186495177,Phytophthora_ramorum
571,GH17,311,Phyra81925,443,1.8e-21,12,306,46,300,0.945337620578778,Phytophthora_ramorum
572,GH17,311,Phyra82294,405,6.5e-18,47,306,117,336,0.832797427652733,Phytophthora_ramorum
573,GH17,311,Phyra85261,381,3.9e-28,2,306,39,306,0.977491961414791,Phytophthora_ramorum
574,GH17,311,Phyra86291,241,9.8e-08,24,181,75,211,0.504823151125402,Phytophthora_ramorum
575,GH17,311,Phyra86943,413,1e-18,24,306,75,318,0.906752411575563,Phytophthora_ramorum
576,GH17,311,YGL028C,543,3.4e-21,16,299,302,538,0.909967845659164,Saccharomyces_cerevisiae_S288C
577,GH17,311,YGR279C,387,5.2e-30,11,300,145,384,0.929260450160772,Saccharomyces_cerevisiae_S288C
578,GH17,311,YGR282C,314,5.3e-49,2,311,28,310,0.993569131832797,Saccharomyces_cerevisiae_S288C
579,GH17,311,YMR305C,390,9.6e-33,2,302,138,389,0.964630225080386,Saccharomyces_cerevisiae_S288C
580,GH17,311,fgenesh_masked-pve_contig_664-abinit-gene-0.28-mRNA-1,950,1.5e-22,12,306,41,294,0.945337620578778,Pythium_vexans
581,GH17,311,maker-pag1_scaffold_1087-fgenesh-gene-0.1-mRNA-1,723,2.8e-19,13,290,28,262,0.890675241157556,Pythium_aphanidermatum
582,GH17,311,maker-pag1_scaffold_190-fgenesh-gene-0.9-mRNA-1,1005,1.5e-25,13,306,373,630,0.942122186495177,Pythium_aphanidermatum
583,GH17,311,maker-pag1_scaffold_190-fgenesh-gene-0.9-mRNA-1,1005,1.7e-12,8,257,45,255,0.80064308681672,Pythium_aphanidermatum
584,GH17,311,maker-pag1_scaffold_228-fgenesh-gene-0.0-mRNA-1,368,9.7e-27,12,305,44,301,0.942122186495177,Pythium_aphanidermatum
585,GH17,311,maker-pag1_scaffold_313-fgenesh-gene-0.4-mRNA-1,391,6.8e-20,2,305,27,283,0.97427652733119,Pythium_aphanidermatum
586,GH17,311,maker-pag1_scaffold_426-fgenesh-gene-0.6-mRNA-1,599,3.3e-20,22,306,75,318,0.913183279742765,Pythium_aphanidermatum
587,GH17,311,maker-pag1_scaffold_43-snap-gene-0.32-mRNA-1,649,1.1e-22,16,303,53,299,0.922829581993569,Pythium_aphanidermatum
588,GH17,311,maker-pag1_scaffold_6-snap-gene-1.17-mRNA-1,427,4.1e-20,12,306,46,307,0.945337620578778,Pythium_aphanidermatum
589,GH17,311,maker-pag1_scaffold_64-snap-gene-0.49-mRNA-1,488,8.3e-13,14,308,38,266,0.945337620578778,Pythium_aphanidermatum
590,GH17,311,maker-pag1_scaffold_84-fgenesh-gene-0.8-mRNA-1,449,2.7e-18,27,306,97,339,0.897106109324759,Pythium_aphanidermatum
591,GH17,311,maker-pag1_scaffold_887-fgenesh-gene-0.0-mRNA-1,485,1.5e-17,24,306,80,324,0.906752411575563,Pythium_aphanidermatum
592,GH17,311,maker-pag1_scaffold_887-fgenesh-gene-0.1-mRNA-1,423,4.3e-12,73,306,14,210,0.7491961414791,Pythium_aphanidermatum
593,GH17,311,maker-par_contig_144-fgenesh-gene-0.2-mRNA-1,335,4.1e-22,9,286,45,311,0.890675241157556,Pythium_arrhenomanes
594,GH17,311,maker-par_contig_1943-fgenesh-gene-0.0-mRNA-1,489,2.1e-18,28,306,101,343,0.893890675241158,Pythium_arrhenomanes
595,GH17,311,maker-par_contig_24-fgenesh-gene-0.11-mRNA-1,430,1.2e-22,12,306,47,300,0.945337620578778,Pythium_arrhenomanes
596,GH17,311,maker-par_contig_2776-snap-gene-0.2-mRNA-1,262,1.2e-10,166,303,147,256,0.440514469453376,Pythium_arrhenomanes
597,GH17,311,maker-par_contig_288-snap-gene-0.15-mRNA-1,433,1e-22,13,308,38,277,0.948553054662379,Pythium_arrhenomanes
598,GH17,311,maker-par_contig_3595-snap-gene-0.1-mRNA-1,725,2.2e-23,17,306,54,303,0.929260450160772,Pythium_arrhenomanes
599,GH17,311,maker-par_contig_363-snap-gene-0.6-mRNA-1,362,9.5e-06,24,138,88,196,0.366559485530547,Pythium_arrhenomanes
600,GH17,311,maker-par_contig_3902-fgenesh-gene-0.0-mRNA-1,249,3.5e-09,10,243,55,241,0.7491961414791,Pythium_arrhenomanes
601,GH17,311,maker-par_contig_4526-fgenesh-gene-0.0-mRNA-1,375,3.4e-24,13,306,47,303,0.942122186495177,Pythium_arrhenomanes
602,GH17,311,maker-par_contig_787-snap-gene-0.4-mRNA-1,283,2.5e-20,71,304,38,227,0.7491961414791,Pythium_arrhenomanes
603,GH17,311,maker-par_contig_787-snap-gene-0.5-mRNA-1,365,1.7e-23,11,305,49,306,0.945337620578778,Pythium_arrhenomanes
604,GH17,311,maker-par_contig_8592-snap-gene-0.1-mRNA-1,193,2e-13,169,306,9,126,0.440514469453376,Pythium_arrhenomanes
605,GH17,311,maker-par_contig_988-fgenesh-gene-0.2-mRNA-1,575,1.3e-10,189,306,214,336,0.37620578778135,Pythium_arrhenomanes
606,GH17,311,maker-par_contig_988-snap-gene-0.7-mRNA-1,363,3.7e-26,21,306,60,310,0.916398713826367,Pythium_arrhenomanes
607,GH17,311,maker-pir_contig_1034-fgenesh-gene-0.2-mRNA-1,312,1.1e-16,20,303,8,243,0.909967845659164,Pythium_irregulare
608,GH17,311,maker-pir_contig_2462-snap-gene-0.1-mRNA-1,213,2.4e-13,164,306,4,128,0.456591639871383,Pythium_irregulare
609,GH17,311,maker-pir_contig_3442-fgenesh-gene-0.0-mRNA-1,298,9e-21,12,288,50,287,0.887459807073955,Pythium_irregulare
610,GH17,311,maker-pir_contig_376-fgenesh-gene-0.5-mRNA-1,314,3.1e-24,2,310,28,308,0.990353697749196,Pythium_irregulare
611,GH17,311,maker-pir_contig_376-snap-gene-0.14-mRNA-1,508,2.9e-13,17,309,44,265,0.938906752411576,Pythium_irregulare
612,GH17,311,maker-pir_contig_485-snap-gene-0.8-mRNA-1,364,7.4e-23,10,304,44,300,0.945337620578778,Pythium_irregulare
613,GH17,311,maker-pir_contig_4850-fgenesh-gene-0.0-mRNA-1,227,3.7e-11,27,271,17,223,0.784565916398714,Pythium_irregulare
614,GH17,311,maker-pir_contig_772-fgenesh-gene-0.1-mRNA-1,484,1.7e-23,11,306,70,327,0.948553054662379,Pythium_irregulare
615,GH17,311,maker-pir_contig_772-fgenesh-gene-0.2-mRNA-1,370,2.5e-21,11,306,50,314,0.948553054662379,Pythium_irregulare
616,GH17,311,maker-pir_contig_92-fgenesh-gene-0.13-mRNA-1,421,1.8e-24,12,306,45,298,0.945337620578778,Pythium_irregulare
617,GH17,311,maker-piw_contig_246-fgenesh-gene-0.1-mRNA-1,735,1.7e-14,47,302,447,662,0.819935691318328,Pythium_iwayamai
618,GH17,311,maker-piw_contig_2844-fgenesh-gene-0.0-mRNA-1,289,4.6e-19,2,309,25,277,0.987138263665595,Pythium_iwayamai
619,GH17,311,maker-piw_contig_29-fgenesh-gene-0.10-mRNA-1,417,2.9e-21,12,306,45,298,0.945337620578778,Pythium_iwayamai
620,GH17,311,maker-piw_contig_4193-fgenesh-gene-0.0-mRNA-1,280,1.1e-18,2,300,29,278,0.958199356913183,Pythium_iwayamai
621,GH17,311,maker-piw_contig_5483-snap-gene-0.1-mRNA-1,307,2.6e-26,2,308,28,306,0.983922829581994,Pythium_iwayamai
622,GH17,311,maker-piw_contig_691-snap-gene-0.9-mRNA-1,369,6.4e-23,11,302,52,304,0.935691318327974,Pythium_iwayamai
623,GH17,311,maker-piw_contig_935-fgenesh-gene-0.2-mRNA-1,565,2.8e-21,13,305,51,307,0.938906752411576,Pythium_iwayamai
624,GH17,311,maker-piw_contig_935-fgenesh-gene-0.3-mRNA-1,545,1.5e-25,11,306,209,473,0.948553054662379,Pythium_iwayamai
625,GH17,311,maker-pug3_contig_122-snap-gene-0.29-mRNA-1,310,6.4e-14,47,304,6,209,0.826366559485531,Pythium_ultimum_var_sporangiiferum
626,GH17,311,maker-pug3_contig_1396-snap-gene-0.1-mRNA-1,604,1.7e-18,76,306,54,251,0.739549839228296,Pythium_ultimum_var_sporangiiferum
627,GH17,311,maker-pug3_contig_258-snap-gene-0.17-mRNA-1,301,1.1e-17,26,307,11,241,0.903536977491961,Pythium_ultimum_var_sporangiiferum
628,GH17,311,maker-pug3_contig_3361-snap-gene-0.2-mRNA-1,411,5.7e-28,11,306,43,301,0.948553054662379,Pythium_ultimum_var_sporangiiferum
629,GH17,311,maker-pug3_contig_4069-fgenesh-gene-0.0-mRNA-1,356,9.2e-20,22,306,75,321,0.913183279742765,Pythium_ultimum_var_sporangiiferum
630,GH17,311,maker-pug3_contig_441-snap-gene-0.14-mRNA-1,348,1.5e-23,166,306,167,286,0.45016077170418,Pythium_ultimum_var_sporangiiferum
631,GH17,311,maker-pug3_contig_441-snap-gene-0.15-mRNA-1,385,2.3e-19,66,306,104,302,0.771704180064309,Pythium_ultimum_var_sporangiiferum
632,GH17,311,maker-pug3_contig_547-snap-gene-0.10-mRNA-1,695,6.1e-22,26,306,76,317,0.90032154340836,Pythium_ultimum_var_sporangiiferum
633,GH17,311,maker-pug3_contig_92-snap-gene-0.18-mRNA-1,313,1.1e-18,2,287,27,291,0.916398713826367,Pythium_ultimum_var_sporangiiferum
634,GH17,311,maker-pve_contig_123-snap-gene-0.26-mRNA-1,653,2.7e-23,10,309,30,288,0.961414790996785,Pythium_vexans
635,GH17,311,maker-pve_contig_130-fgenesh-gene-0.7-mRNA-1,518,5.5e-16,22,306,27,272,0.913183279742765,Pythium_vexans
636,GH17,311,maker-pve_contig_146-snap-gene-0.7-mRNA-1,496,2.1e-17,2,309,21,275,0.987138263665595,Pythium_vexans
637,GH17,311,maker-pve_contig_33-fgenesh-gene-0.15-mRNA-1,529,3.6e-20,27,303,89,329,0.887459807073955,Pythium_vexans
638,GH17,311,maker-pve_contig_486-fgenesh-gene-0.2-mRNA-1,299,7.2e-19,16,309,42,299,0.942122186495177,Pythium_vexans
639,GH17,311,maker-pve_contig_513-snap-gene-0.15-mRNA-1,378,6.4e-23,2,306,29,288,0.977491961414791,Pythium_vexans
640,GH17,311,maker-pve_contig_587-fgenesh-gene-0.1-mRNA-1,415,2.8e-17,44,306,87,307,0.842443729903537,Pythium_vexans
641,GH17,311,maker-pve_contig_615-fgenesh-gene-0.3-mRNA-1,443,1.6e-26,11,303,44,302,0.938906752411576,Pythium_vexans
642,GH17,311,maker-pve_contig_615-fgenesh-gene-0.4-mRNA-1,837,1.4e-25,11,309,42,304,0.958199356913183,Pythium_vexans
643,GH17,311,maker-pve_contig_615-snap-gene-0.13-mRNA-1,408,2.4e-22,12,301,46,299,0.929260450160772,Pythium_vexans
644,GH17,311,maker-pve_contig_800-fgenesh-gene-0.2-mRNA-1,417,7.4e-29,10,306,54,323,0.951768488745981,Pythium_vexans
645,GH3,216,AT1G02640.1.1,768,2.3e-71,2,215,76,323,0.986111111111111,Arabidopsis_thaliana
646,GH3,216,AT1G78060.1.1,767,3e-68,4,215,72,325,0.976851851851852,Arabidopsis_thaliana
647,GH3,216,AT3G19620.1.1,781,1.6e-70,3,215,74,324,0.981481481481482,Arabidopsis_thaliana
648,GH3,216,AT3G47000.1.1,608,1.9e-78,3,216,87,322,0.986111111111111,Arabidopsis_thaliana
649,GH3,216,AT3G47000.2.1,431,9.6e-37,96,216,2,145,0.555555555555556,Arabidopsis_thaliana
650,GH3,216,AT3G47000.3.1,449,9e-79,3,216,87,322,0.986111111111111,Arabidopsis_thaliana
651,GH3,216,AT3G47010.1.1,609,7.4e-72,3,216,88,323,0.986111111111111,Arabidopsis_thaliana
652,GH3,216,AT3G47010.2.1,608,7.4e-72,3,216,88,323,0.986111111111111,Arabidopsis_thaliana
653,GH3,216,AT3G47010.3.1,430,1.3e-34,98,216,4,145,0.546296296296296,Arabidopsis_thaliana
654,GH3,216,AT3G47010.4.1,450,3.6e-72,3,216,88,323,0.986111111111111,Arabidopsis_thaliana
655,GH3,216,AT3G47040.1.1,636,4.8e-73,3,216,87,347,0.986111111111111,Arabidopsis_thaliana
656,GH3,216,AT3G47040.2.1,644,5.8e-62,3,216,87,355,0.986111111111111,Arabidopsis_thaliana
657,GH3,216,AT3G47040.3.1,449,3.9e-77,3,216,87,322,0.986111111111111,Arabidopsis_thaliana
658,GH3,216,AT3G47040.4.1,611,8.2e-77,3,216,87,322,0.986111111111111,Arabidopsis_thaliana
659,GH3,216,AT3G47050.1.1,612,1e-74,3,216,87,322,0.986111111111111,Arabidopsis_thaliana
660,GH3,216,AT3G47050.2.1,389,3.3e-75,3,216,87,322,0.986111111111111,Arabidopsis_thaliana
661,GH3,216,AT3G62710.1.1,650,6e-79,4,216,123,351,0.981481481481482,Arabidopsis_thaliana
662,GH3,216,AT5G04885.1.1,665,1.3e-74,3,216,107,342,0.986111111111111,Arabidopsis_thaliana
663,GH3,216,AT5G04885.2.1,682,1.4e-74,3,216,124,359,0.986111111111111,Arabidopsis_thaliana
664,GH3,216,AT5G04885.3.1,665,1.3e-74,3,216,107,342,0.986111111111111,Arabidopsis_thaliana
665,GH3,216,AT5G09730.1.1,773,5.4e-71,3,215,82,331,0.981481481481482,Arabidopsis_thaliana
666,GH3,216,AT5G10560.1.1,792,3.9e-71,2,215,74,342,0.986111111111111,Arabidopsis_thaliana
667,GH3,216,AT5G20940.1.1,626,1.4e-73,3,215,109,342,0.981481481481482,Arabidopsis_thaliana
668,GH3,216,AT5G20950.1.1,624,2.8e-77,4,216,104,337,0.981481481481482,Arabidopsis_thaliana
669,GH3,216,AT5G20950.2.1,624,2.8e-77,4,216,104,337,0.981481481481482,Arabidopsis_thaliana
670,GH3,216,AT5G20950.3.1,702,3.6e-77,4,216,182,415,0.981481481481482,Arabidopsis_thaliana
671,GH3,216,AT5G49360.1.1,774,5e-70,2,215,81,329,0.986111111111111,Arabidopsis_thaliana
672,GH3,216,AT5G64570.1.1,784,3e-72,3,215,92,341,0.981481481481482,Arabidopsis_thaliana
673,GH3,216,AT5G64570.2.1,626,4e-55,61,215,8,183,0.712962962962963,Arabidopsis_thaliana
674,GH3,216,AT5G64570.3.1,610,1.8e-72,3,215,92,341,0.981481481481482,Arabidopsis_thaliana
675,GH3,216,EAL60954,821,8.4e-64,5,216,165,397,0.976851851851852,Dictyostelium_discoideum
676,GH3,216,EGZ07400,751,7.4e-69,3,215,67,317,0.981481481481482,Phytophthora_sojae
677,GH3,216,EGZ08201,315,7.9e-42,5,152,105,254,0.680555555555556,Phytophthora_sojae
678,GH3,216,EGZ11266,748,1.5e-45,24,205,115,293,0.837962962962963,Phytophthora_sojae
679,GH3,216,EGZ11267,780,6.5e-63,5,205,115,325,0.925925925925926,Phytophthora_sojae
680,GH3,216,EGZ11268,771,6.3e-63,5,205,106,316,0.925925925925926,Phytophthora_sojae
681,GH3,216,EGZ11288,488,3e-58,5,201,67,269,0.907407407407407,Phytophthora_sojae
682,GH3,216,EGZ15182,714,3.2e-42,4,216,70,276,0.981481481481482,Phytophthora_sojae
683,GH3,216,EGZ22630,750,3.4e-55,4,192,115,305,0.87037037037037,Phytophthora_sojae
684,GH3,216,EGZ23266,782,3.4e-56,8,201,119,322,0.893518518518518,Phytophthora_sojae
685,GH3,216,EGZ24680,769,1.1e-60,4,214,73,322,0.972222222222222,Phytophthora_sojae
686,GH3,216,EGZ24681,805,1.2e-60,4,214,74,323,0.972222222222222,Phytophthora_sojae
687,GH3,216,EGZ24687,805,2.2e-60,4,214,73,320,0.972222222222222,Phytophthora_sojae
688,GH3,216,EGZ24770,736,4.7e-55,5,208,83,294,0.939814814814815,Phytophthora_sojae
689,GH3,216,EGZ24944,714,2.8e-38,4,215,112,321,0.976851851851852,Phytophthora_sojae
690,GH3,216,EGZ27649,775,2.5e-56,10,216,120,337,0.953703703703704,Phytophthora_sojae
691,GH3,216,EGZ27931,760,1.4e-62,6,209,111,323,0.939814814814815,Phytophthora_sojae
692,GH3,216,EGZ27932,696,3.5e-51,5,204,80,272,0.921296296296296,Phytophthora_sojae
693,GH3,216,EGZ27933,764,3.2e-63,5,207,67,271,0.935185185185185,Phytophthora_sojae
694,GH3,216,EGZ27934,1152,1.6e-59,5,204,515,724,0.921296296296296,Phytophthora_sojae
695,GH3,216,EGZ28013,1024,3.1e-56,4,215,360,582,0.976851851851852,Phytophthora_sojae
696,GH3,216,EGZ28014,680,6.2e-63,5,215,130,351,0.972222222222222,Phytophthora_sojae
697,GH3,216,EGZ28260,756,1.1e-61,5,203,63,271,0.916666666666667,Phytophthora_sojae
698,GH3,216,EGZ28322,701,7.6e-45,72,214,112,275,0.657407407407407,Phytophthora_sojae
699,GH3,216,EGZ29627,583,7.2e-55,9,201,71,273,0.888888888888889,Phytophthora_sojae
700,GH3,216,EOD03913,749,2e-62,3,215,62,306,0.981481481481482,Emiliania_huxleyi
701,GH3,216,EOD04484,828,1.2e-47,4,216,51,290,0.981481481481482,Emiliania_huxleyi
702,GH3,216,EOD10936,646,5.1e-49,5,183,115,310,0.824074074074074,Emiliania_huxleyi
703,GH3,216,EOD11024,739,2.6e-28,6,119,79,224,0.523148148148148,Emiliania_huxleyi
704,GH3,216,EOD11130,906,1.3e-61,8,207,91,308,0.921296296296296,Emiliania_huxleyi
705,GH3,216,EOD12685,570,2.5e-44,4,199,57,259,0.902777777777778,Emiliania_huxleyi
706,GH3,216,EOD14693,1133,8.3e-39,59,197,149,320,0.638888888888889,Emiliania_huxleyi
707,GH3,216,EOD14702,876,4.6e-31,19,158,147,324,0.643518518518518,Emiliania_huxleyi
708,GH3,216,EOD14788,831,1.2e-63,4,215,121,331,0.976851851851852,Emiliania_huxleyi
709,GH3,216,EOD15385,796,2e-30,6,137,79,247,0.606481481481482,Emiliania_huxleyi
710,GH3,216,EOD17269,744,1.9e-54,4,213,69,323,0.967592592592593,Emiliania_huxleyi
711,GH3,216,EOD18267,792,2.1e-54,4,213,67,321,0.967592592592593,Emiliania_huxleyi
